geography	year	topic	category	sub_category	value_description	value
Melbourne (CBD)	2011	Residents: Education	Non-school qualification: level of education - detailed	Level of education inadequately described	Count of persons aged 15 years and over with a qualification	216
Melbourne (CBD)	2011	Residents: Education	Non-school qualification: level of education - detailed	Level of education not stated	Count of persons aged 15 years and over with a qualification	2933
City of Melbourne	2011	Residents: Education	Non-school qualification: level of education - detailed	Postgraduate Degree Level	Count of persons aged 15 years and over with a qualification	9225
City of Melbourne	2011	Residents: Education	Non-school qualification: level of education - detailed	Graduate Diploma and Graduate Certificate Level	Count of persons aged 15 years and over with a qualification	2539
City of Melbourne	2011	Residents: Education	Non-school qualification: level of education - detailed	Bachelor Degree Level	Count of persons aged 15 years and over with a qualification	25532
City of Melbourne	2011	Residents: Education	Non-school qualification: level of education - detailed	Advanced Diploma and Diploma Level	Count of persons aged 15 years and over with a qualification	6360
City of Melbourne	2011	Residents: Education	Non-school qualification: level of education - detailed	Certificate Level, nfd	Count of persons aged 15 years and over with a qualification	612
City of Melbourne	2011	Residents: Education	Non-school qualification: level of education - detailed	Certificate III and IV Level	Count of persons aged 15 years and over with a qualification	4136
City of Melbourne	2011	Residents: Education	Non-school qualification: level of education - detailed	Certificate I and II Level	Count of persons aged 15 years and over with a qualification	395
City of Melbourne	2011	Residents: Education	Non-school qualification: level of education - detailed	Level of education inadequately described	Count of persons aged 15 years and over with a qualification	766
City of Melbourne	2011	Residents: Education	Non-school qualification: level of education - detailed	Level of education not stated	Count of persons aged 15 years and over with a qualification	11499
North Melbourne	2011	Residents: Education	Non-school qualification: level of education - detailed	Postgraduate Degree Level	Count of persons aged 15 years and over with a qualification	1068
North Melbourne	2011	Residents: Education	Non-school qualification: level of education - detailed	Graduate Diploma and Graduate Certificate Level	Count of persons aged 15 years and over with a qualification	345
North Melbourne	2011	Residents: Education	Non-school qualification: level of education - detailed	Bachelor Degree Level	Count of persons aged 15 years and over with a qualification	2964
North Melbourne	2011	Residents: Education	Non-school qualification: level of education - detailed	Advanced Diploma and Diploma Level	Count of persons aged 15 years and over with a qualification	661
North Melbourne	2011	Residents: Education	Non-school qualification: level of education - detailed	Certificate Level, nfd	Count of persons aged 15 years and over with a qualification	71
North Melbourne	2011	Residents: Education	Non-school qualification: level of education - detailed	Certificate III and IV Level	Count of persons aged 15 years and over with a qualification	600
North Melbourne	2011	Residents: Education	Non-school qualification: level of education - detailed	Certificate I and II Level	Count of persons aged 15 years and over with a qualification	56
North Melbourne	2011	Residents: Education	Non-school qualification: level of education - detailed	Level of education inadequately described	Count of persons aged 15 years and over with a qualification	105
North Melbourne	2011	Residents: Education	Non-school qualification: level of education - detailed	Level of education not stated	Count of persons aged 15 years and over with a qualification	1369
